Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3QYRTJVAKFL3KA3W107YBVEF177SPI,2021-08-16 19:02:32 -0700,2021-08-17 01:03:45 -0700,AssignmentPayment,,A5SW7LKS5X50A,-1.500,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3VA45EW49OORPJI15EMRZ5V3E6DO12
3NIIKBV28V3GDYPUBKFM0ZI51TQOA7,2021-08-16 19:02:32 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3VA45EW49OORPJI15EMRZ5V3E6DO12
3CFA9J1JTXQ2BNT89PHYEVZSN8Y5NX,2021-08-16 19:03:00 -0700,2021-08-16 23:41:18 -0700,AssignmentPayment,,A1XGI3R8R3BAVQ,-1.500,302OLP89D08KNY04LP1RQMY27JOACU,3NOKK93PR294XTZONOEA1DKJZDBEE7
32DRFK7RN4WHYIPE8KXXSCZ2IUG18T,2021-08-16 19:03:00 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,302OLP89D08KNY04LP1RQMY27JOACU,3NOKK93PR294XTZONOEA1DKJZDBEE7
3KUS2045ACKMDF2CDB5FYK616IVIHB,2021-08-16 19:03:00 -0700,2021-08-17 00:57:37 -0700,AssignmentPayment,,A3W336LLA978WG,-1.500,302OLP89D08KNY04LP1RQMY27JOACU,3XC1O3LBOTNKSIRDU5Q9DUA4BKZLTR
3Y3BLNC8B0C5W4H14RJBP55TL3SE2M,2021-08-16 19:03:00 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,302OLP89D08KNY04LP1RQMY27JOACU,3XC1O3LBOTNKSIRDU5Q9DUA4BKZLTR
3V651RECG27Q84639J2LP4NKLVIKRL,2021-08-16 19:03:00 -0700,2021-08-16 23:42:19 -0700,AssignmentPayment,,A3B5SP3Z7JQXJW,-1.500,302OLP89D08KNY04LP1RQMY27JOACU,3RANCT1ZVGINFMKQ3XRP4N01I4SBUL
3Q1DUA47TBAGE05U7FY51LZRAAKGCE,2021-08-16 19:03:00 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,302OLP89D08KNY04LP1RQMY27JOACU,3RANCT1ZVGINFMKQ3XRP4N01I4SBUL
3SOS1PGDHSDJC2K0VVC3MIYM0B1PVK,2021-08-16 19:03:01 -0700,2021-08-17 02:17:16 -0700,AssignmentPayment,,AU8VY8VTGVZ48,-1.500,302OLP89D08KNY04LP1RQMY27JOACU,3VNL7UK1XGKYSQHH8UNBIH5KEODTFU
3KPQU6N0MMB9H4Z0KSR444PE4JYLGZ,2021-08-16 19:03:01 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,302OLP89D08KNY04LP1RQMY27JOACU,3VNL7UK1XGKYSQHH8UNBIH5KEODTFU
357OOHGCVFM2ZJB6ILHFVZUOQ3IFIA,2021-08-16 19:03:51 -0700,2021-08-17 00:44:03 -0700,AssignmentPayment,,A20724XGZ5DCS6,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,32M8BPYGAUNEXCX1P2UPMV3N4MXGIZ
3104GNRCZYLWAJ10Y0VQ7740OKFB3U,2021-08-16 19:03:51 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,32M8BPYGAUNEXCX1P2UPMV3N4MXGIZ
3X9LH6MO8O8EQW00WODK7T8SS95IPG,2021-08-16 19:03:51 -0700,2021-08-17 01:19:49 -0700,AssignmentPayment,,A2RZCNEREKT3DZ,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3WI0P0II62TOERQTDZNQU21HEQ0DRQ
35QGNI6WWIUU17C5H6CQVNORXRKEAT,2021-08-16 19:03:51 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3WI0P0II62TOERQTDZNQU21HEQ0DRQ
3NG1N2HABFCA50SFII8DEM98MC3KXH,2021-08-16 19:03:51 -0700,2021-08-17 02:03:36 -0700,AssignmentPayment,,A39H1QLEQUY56L,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,37FMASSAYDSI6VPQ9G2BLKCQO95BID
31NSWZKO2CK7R3RUZPURCOXMNF4GIG,2021-08-16 19:03:51 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,37FMASSAYDSI6VPQ9G2BLKCQO95BID
3TRQELNFCNHNQLL02WYFNF42O5N5RL,2021-08-16 19:03:52 -0700,2021-08-17 00:04:17 -0700,AssignmentPayment,,A3AUIYZ27TBTP9,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3PS7W85Z803PRGQ458NJ8LJ9BQIT92
32G8E8PS65JJALFRPWD2UYVL8L11CZ,2021-08-16 19:03:52 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3PS7W85Z803PRGQ458NJ8LJ9BQIT92
3J7BFWAZ32VY70FT9G6146WOH0A9UK,2021-08-16 19:03:52 -0700,2021-08-17 03:08:51 -0700,AssignmentPayment,,A3EUH97BRHRSI6,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3907X2AHF16GZ4CY3IZKTOAYGIGP2W
3H8X2UL686YP1F0KHL5F5UT5HEY5FW,2021-08-16 19:03:52 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3907X2AHF16GZ4CY3IZKTOAYGIGP2W
3HNH8CHEWOBZ29GF9GH9CO87TRTIR8,2021-08-16 19:03:52 -0700,2021-08-17 01:18:15 -0700,AssignmentPayment,,AISOY7VBQC8FS,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3300DTYQT3ITUWPTWF9AVU9XIGZQEV
3CMQQWLJ0WDIUM931K8H1IEFXU5ECV,2021-08-16 19:03:52 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3300DTYQT3ITUWPTWF9AVU9XIGZQEV
3UR5K07GS6BS8XRHCXGJ96WX1KYTF5,2021-08-16 19:03:52 -0700,2021-08-16 23:43:00 -0700,AssignmentPayment,,A3VX8A8SZTQUQJ,-1.500,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3WJEQKOXA932NFO0VVH9YABYPQ11AA
3NVI1SL4JQW2XL3DYIV80TBI2CAP0Y,2021-08-16 19:03:52 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3DIIW4IV8QWWYC6N4YNMOMAXSEC4IF,3WJEQKOXA932NFO0VVH9YABYPQ11AA
3IE8B24MQ9WVOASZ02E0DJ0549HL92,2021-08-16 19:05:22 -0700,2021-08-17 00:28:47 -0700,AssignmentPayment,,A21IEWNHW4O4DJ,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3JRJSWSMQIM1NVJRY4XEIMGM8PEE3B
3LITY0TDZFAC0UMUT6J5VRLXHARGUO,2021-08-16 19:05:22 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3JRJSWSMQIM1NVJRY4XEIMGM8PEE3B
3H7GNJXE4HWKT8TKA4HBTKZXDI3O5V,2021-08-16 19:05:22 -0700,2021-08-16 23:45:24 -0700,AssignmentPayment,,A2DLYG9YAVDXNR,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3IAS3U3I0GHEVABOKDHJY459ZD8B22
33YQ4F1THCWUZ35EK3K3I3GO6H2JQQ,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3IAS3U3I0GHEVABOKDHJY459ZD8B22
3NIMF26XB9G4ZZWFQIHNQ1MDR0EUQR,2021-08-16 19:05:22 -0700,2021-08-17 01:03:34 -0700,AssignmentPayment,,A1BZWNYN6GHJ76,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3HFNH7HEMIFREALK2AZYVXU9VX7GQX
3L9L1KXG2JHOHK72WB7MKFXBYCTQBC,2021-08-16 19:05:22 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3HFNH7HEMIFREALK2AZYVXU9VX7GQX
3VNL13LOX18EEMILYJJW49PJQR0A8K,2021-08-16 19:05:23 -0700,2021-08-17 02:16:33 -0700,AssignmentPayment,,A55TVOL4JWIAY,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3F0BG9B9MQOHUJ150HCY26KIV35Y7F
3PFWHFA8C0ZZKKILC5A4MY868N65T4,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3F0BG9B9MQOHUJ150HCY26KIV35Y7F
35D3GBR3A42SKZC0R4E8GH4VIRNG6G,2021-08-16 19:05:23 -0700,2021-08-16 23:25:56 -0700,AssignmentPayment,,A3UL6OV2YMO6NK,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3VSOLARPKCAKSZSAQTHSQ8FBHSK93I
3Z9HWVHMK12OTLM29QWMP57GUYVBRY,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3VSOLARPKCAKSZSAQTHSQ8FBHSK93I
3BX8P9WZYYILF1G6IK43J8W75UOJ7M,2021-08-16 19:05:23 -0700,2021-08-17 01:29:34 -0700,AssignmentPayment,,A9EVS7Z4M8I2G,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3X31TUMD7YNJJYF4SM6Z7OR9J18L1I
3GXB4YAMLO0Y13YZY6YHGNIXJXRESP,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3X31TUMD7YNJJYF4SM6Z7OR9J18L1I
3SS4GQ4AEKAZGC73YXW8R4DT4OYO7A,2021-08-16 19:05:23 -0700,2021-08-17 01:55:04 -0700,AssignmentPayment,,A3OEF47B1D6NNO,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,339ANSOTR63JZYTKFTF4KNVGB3EIK4
3HUHAARHHFH6CJKRC798D3VPO5NJSF,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,339ANSOTR63JZYTKFTF4KNVGB3EIK4
31EDLXWLBC1GCFBSIM6SL11E9OZUSG,2021-08-16 19:05:23 -0700,2021-08-17 02:47:10 -0700,AssignmentPayment,,A2VC1M2Y8068M8,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3KKG4CDWKJZ5AVBEQ7MB0D7HVR194M
3HJOFZKKG25HWH5MA7YSF5LB1X5QDJ,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3KKG4CDWKJZ5AVBEQ7MB0D7HVR194M
3URHXEVZF3AYKF4TE6G60SY7V7JV9V,2021-08-16 19:05:23 -0700,2021-08-16 23:14:04 -0700,AssignmentPayment,,A3VC2ZAJP08NYJ,-1.500,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3G2UL9A02EFFBZRZUYH6JF0PWSJ67S
3NFMN65Q81M3DJG8W2OHP5PZNX0QUT,2021-08-16 19:05:23 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,39O6Z4JLX3YSIKEXNGOA0MXPTBCXVJ,3G2UL9A02EFFBZRZUYH6JF0PWSJ67S
3YEJ4BKAVSAHRXG6RNF0NOCBP3SCZT,2021-08-16 19:05:47 -0700,2021-08-17 03:04:12 -0700,AssignmentPayment,,ATXQZ0VTNLOG9,-1.500,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3OVHNO1VE72XGICKNGH3G53GN87ZDV
3RLY7PCJRM3J4JB0GU3FXRV1R0G8K3,2021-08-16 19:05:47 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3OVHNO1VE72XGICKNGH3G53GN87ZDV
3ZCHORITN9WPF12936PSQ14UY19RB8,2021-08-16 19:06:00 -0700,2021-08-16 23:30:09 -0700,AssignmentPayment,,A29TYWLSCO5N79,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3O7L7BFSHFQGDY1AJ741MSIBR6IEIG
35OY74OGPYBPK87LZ9W1QKQRYCEMW1,2021-08-16 19:06:00 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3O7L7BFSHFQGDY1AJ741MSIBR6IEIG
3Q4DM65EWJ4H0GL11VRB2HW5EDYGC8,2021-08-16 19:06:35 -0700,2021-08-17 02:51:14 -0700,AssignmentPayment,,A1Y2SRL7EB0UW9,-1.500,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3K5TEWLKGWCXF9NWEXTBMW6XRZ0VIE
3RJDI6KKFE78QH8EIP2EENT4VFGBXU,2021-08-16 19:06:35 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3K5TEWLKGWCXF9NWEXTBMW6XRZ0VIE
3FEQNLHZJFG7NCKTS8YSUE4CN2RH37,2021-08-17 20:13:52 -0700,2021-08-18 01:16:32 -0700,AssignmentPayment,,A20GLWELRTNG4Q,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,33NF62TLXK3FU9DQXB04WOAGONIKJ7
3UESNPAPC9M46DMSVYBD6U8T1Z4COW,2021-08-17 20:13:52 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,33NF62TLXK3FU9DQXB04WOAGONIKJ7
31QSOVLV5KE8DJ71T5NXDKU0RKBIG9,2021-08-17 20:13:52 -0700,2021-08-18 00:33:13 -0700,AssignmentPayment,,A1ESAZCY1GA1T5,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,33FBRBDW6P08RU5JEUMFJFOU34O8C9
3CJMTVT6PTCY7JZ5LNJXKMVOT07E14,2021-08-17 20:13:52 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,33FBRBDW6P08RU5JEUMFJFOU34O8C9
33WQ077HUMBO3GAIYE2SQ0YTNOILHP,2021-08-17 20:13:52 -0700,2021-08-18 01:36:15 -0700,AssignmentPayment,,A1EXJC6NFUABA0,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,3NGMS9VZTMJO9LZGDAIM1DQJNKKFFX
3VMY36E697FHGE83USRHA826DMDH24,2021-08-17 20:13:52 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,3NGMS9VZTMJO9LZGDAIM1DQJNKKFFX
37A9O0MES6PKUM58ME5D2DE80GMLJU,2021-08-17 20:13:52 -0700,2021-08-18 01:42:19 -0700,AssignmentPayment,,A2TT1DF4O1NSJD,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,339ANSOTR63JZYTKFTF4KNVGB8TKIV
343IER2ZGEBRJSNQY6A53NZ4X09H40,2021-08-17 20:13:52 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,339ANSOTR63JZYTKFTF4KNVGB8TKIV
3X8GLWWIGQCAN5HAQML8MOHXMURVD9,2021-08-17 20:13:52 -0700,2021-08-17 23:04:27 -0700,AssignmentPayment,,A2FMVLQ531GHPJ,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,31LM9EDVOMTG2FYTUOSKOGRKIINNJF
365D8L3I0UTKUS0D63L6SQVCJO4QYQ,2021-08-17 20:13:52 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,31LM9EDVOMTG2FYTUOSKOGRKIINNJF
3X9O53E3WCDHRFO77MBIV6X0B96TU1,2021-08-17 20:13:53 -0700,2021-08-18 02:48:41 -0700,AssignmentPayment,,A34495T0MW6RPT,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,37ZHEEHM6XNGEG4HBWJ8CCO5M6M732
3EJ368NJYD2TUPI310ET30YM8HSPF1,2021-08-17 20:13:53 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,37ZHEEHM6XNGEG4HBWJ8CCO5M6M732
30MV80A14JR7LPV6HSGYAOKIY77VFK,2021-08-17 20:13:53 -0700,2021-08-18 00:09:28 -0700,AssignmentPayment,,A34DYM8J0X5VK,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,39DD6S19JQC28OQKJBSNMNL1NOQEZT
379ESYGU7QZN9YJSBAZX5OBX3XRR0R,2021-08-17 20:13:53 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,39DD6S19JQC28OQKJBSNMNL1NOQEZT
3A02JXF4271D4LUE4JTCMSJF0OLE7T,2021-08-17 20:13:54 -0700,2021-08-17 23:10:42 -0700,AssignmentPayment,,AMCUCMBVAUR93,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,30LSNF239VWOIIPUQN90KR9MU87I27
3SYGXC9PFIOH677IQVIVO9HMS349S9,2021-08-17 20:13:54 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,30LSNF239VWOIIPUQN90KR9MU87I27
3WY189A6QBQA1R7X6RML9B2W1YIH5X,2021-08-17 20:13:54 -0700,2021-08-18 01:54:20 -0700,AssignmentPayment,,A6WH1NN3V0DF,-1.500,373L46LKP87D7PFW78V274ET2FDJKI,30H4UDGLT3J668GRD0I48XOWMRJPMH
3SY6JGGK2XM7RPZ8AB3HVZ3TG0MCQ4,2021-08-17 20:13:54 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,373L46LKP87D7PFW78V274ET2FDJKI,30H4UDGLT3J668GRD0I48XOWMRJPMH
3GQFV9DX7AKXZ4W3F4OXSLKIFEQY1V,2021-08-17 20:15:37 -0700,2021-08-17 23:42:22 -0700,AssignmentPayment,,A15C7X9O8DJ3ER,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,30IQTZXKAL7EC3BBAM5N4D3MLNTX04
3FNQ1JLJC6VXSR3R44RQ30JSULPTMH,2021-08-17 20:15:37 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,30IQTZXKAL7EC3BBAM5N4D3MLNTX04
33NLD1X8E6QZQ81FW1S97YY2X7KIQ4,2021-08-17 20:15:38 -0700,2021-08-18 02:06:32 -0700,AssignmentPayment,,A2I4QYINF6WSY5,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3483FV8BEFK8PYUTOM0BNOJHLHD26Y
35X5802F0I8ZKHHXNKCMQY8XFCYEBN,2021-08-17 20:15:38 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3483FV8BEFK8PYUTOM0BNOJHLHD26Y
3WGL198QJJEE8P1DY8JH4J1HYIDLTZ,2021-08-17 20:15:38 -0700,2021-08-18 02:13:41 -0700,AssignmentPayment,,A2RTUMFZZKA4TW,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3MD9PLUKKJF62U3XCAV6CAFA1G0ZNC
3J8RN2RVHR99BUKJNCMIC9BVAP3HE6,2021-08-17 20:15:38 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3MD9PLUKKJF62U3XCAV6CAFA1G0ZNC
3SOS1PGDHSDJC2K0VVC3MIYM0DUVPN,2021-08-17 20:15:38 -0700,2021-08-18 00:42:08 -0700,AssignmentPayment,,A26X8BQELDQSGH,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3K4J6M3CXFUZRUE3DE2C5XF4RJRAGY
3Z2SBDL3G1OJABHA3CWQUUNACJ3RAI,2021-08-17 20:15:38 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3K4J6M3CXFUZRUE3DE2C5XF4RJRAGY
3MZWFKYL0HRT97AI282GGEZFDY4Y3N,2021-08-17 20:15:38 -0700,2021-08-18 01:42:11 -0700,AssignmentPayment,,A2S0MB5JFG8DF,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3XC1O3LBOTNKSIRDU5Q9DUA4BPYTL8
3UKOLXHAI1LLSUO3HK63V48XPL4TOW,2021-08-17 20:15:38 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3XC1O3LBOTNKSIRDU5Q9DUA4BPYTL8
333KFK51DJ51BTCR9FXY6Z9TVL30T8,2021-08-17 20:15:38 -0700,2021-08-17 23:51:54 -0700,AssignmentPayment,,A3LPASPG0SD7WZ,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,369J354OFEBY4S20N1L0PSDIV1Q6GV
32TUUPV1JGSR8KF8IB8IDCLIPDGWEL,2021-08-17 20:15:38 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,369J354OFEBY4S20N1L0PSDIV1Q6GV
34ON1F49525QJE9KM2ROAKWWYC4EFX,2021-08-17 20:15:39 -0700,2021-08-18 00:44:44 -0700,AssignmentPayment,,ATCU8XJBX3GUG,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3OLF68YTNA2TDUI82UWUNCFSQ4RAFZ
3WYEM2IM05TVAHXB9ZDBAYMN3T3A02,2021-08-17 20:15:39 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3OLF68YTNA2TDUI82UWUNCFSQ4RAFZ
3JBRFYS2KZ3AXA0QHSFOD589ERHEHV,2021-08-17 20:15:39 -0700,2021-08-18 00:21:30 -0700,AssignmentPayment,,AWSZK7WE98LJX,-1.500,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3TYCR1GOTDKGEU0C0XFRZIBLWL0ZLA
3H4N3MT7OY026R0POMHPTMF20RNA2M,2021-08-17 20:15:39 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,37VE3DA4YVIGNGGCDVFOWOFO2T0BHL,3TYCR1GOTDKGEU0C0XFRZIBLWL0ZLA
3HJCJWNWE9BB3OGSO5HE2YD3FV5IST,2021-08-17 20:16:22 -0700,2021-08-18 01:38:06 -0700,AssignmentPayment,,A2FHJCRBRP7VH4,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,33LK57MYLU63I7V2K6CSB4PGOF8SZH
3178MFPJE1WSZEFH1G3SLOWXIXAEDU,2021-08-17 20:16:22 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,33LK57MYLU63I7V2K6CSB4PGOF8SZH
3766MIBW987F2W6AHRMNWKXZ8ZJUEC,2021-08-17 20:16:22 -0700,2021-08-18 02:44:03 -0700,AssignmentPayment,,A2A07J1P6YEW6Z,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3RANCT1ZVGINFMKQ3XRP4N01I9OUBA
3ICDOR7Y7R0ZZ6932C806SE4KMMPZP,2021-08-17 20:16:22 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3RANCT1ZVGINFMKQ3XRP4N01I9OUBA
3C2OSVB35SG4OF0F8NGSRDY11VIVRF,2021-08-17 20:16:22 -0700,2021-08-17 23:53:19 -0700,AssignmentPayment,,A20OU80R4OGJRE,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,34Q075JO1YE6M2QI3TKG94ZLG8D01E
36Y2ER0QKF773QE8NQSH0PDYCMORCK,2021-08-17 20:16:22 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,34Q075JO1YE6M2QI3TKG94ZLG8D01E
3E4VTFYOHGFBAQB54K56TVBVI0QY7S,2021-08-17 20:16:22 -0700,2021-08-17 23:33:45 -0700,AssignmentPayment,,A1VKH87QQO75DL,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3WLEIWSYHPIOMNEAK5RFKF87UVT2HZ
360TNJDT8S60QMGWO1NCF9IYMA7TST,2021-08-17 20:16:22 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3WLEIWSYHPIOMNEAK5RFKF87UVT2HZ
39YA3K8MPWLGOLGGEAXD7HXES6J0VO,2021-08-17 20:16:22 -0700,2021-08-17 23:06:46 -0700,AssignmentPayment,,A20EVX30W7PLZK,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3LWJHTCVCDNL0APPRQTGDCUXUMUFQS
3G8HY3EPCVPPSYBZO6Y6DF6U2TVWG2,2021-08-17 20:16:22 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3LWJHTCVCDNL0APPRQTGDCUXUMUFQS
37FA7N8P4NSI1FEQ23YXAMAJZFMOMI,2021-08-17 20:16:23 -0700,2021-08-18 00:05:12 -0700,AssignmentPayment,,A3KIDJYJ2AM8E2,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,36V4Q8R5ZL1R6KH6DDXT82E6RN5QM9
3PZR7INY9QKF456H6PB9JRZ6GJ3K7R,2021-08-17 20:16:23 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,36V4Q8R5ZL1R6KH6DDXT82E6RN5QM9
